Player,Age,Tm,G,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,Share_mvp,Rank_mvp,got_votes_mvp,is_mvp,gp_pct
Allan Houston,24,DET,82,37.500,3.700,3.000,0.700,0.200,19.700,15.200,0.453,5.500,0.427,0.530,0.823,2.800,2.800,15.700,0.576,25.400,2.272,7.014,5.900,15.500,1.100,0.400,14.200,0.112,1.000,1996,7.600,0.000,,0,0,1.000
Juwan Howard,22,WSB,81,40.700,8.100,4.400,0.800,0.500,22.100,18.500,0.489,0.200,0.308,0.490,0.749,3.700,3.300,17.000,0.530,27.000,1.284,5.533,11.800,18.700,1.000,0.800,15.200,0.082,-0.400,1996,13.800,0.000,,0,0,0.988
Lindsey Hunter,25,DET,80,26.700,2.400,2.400,1.100,0.200,8.500,7.900,0.381,3.600,0.405,0.474,0.700,1.000,2.300,11.200,0.499,17.000,1.186,3.853,5.500,14.700,2.200,0.700,10.500,0.089,0.300,1996,6.100,0.000,,0,0,0.976
Jim Jackson,25,DAL,82,34.400,5.000,2.900,0.600,0.300,19.600,16.000,0.435,4.100,0.363,0.481,0.825,2.300,2.000,16.600,0.538,24.900,1.186,5.335,7.600,14.300,0.800,0.500,11.300,0.092,-0.300,1996,8.800,0.000,,0,0,1.000
Mark Jackson,30,IND,81,32.600,3.800,7.800,1.200,0.100,10.000,7.700,0.473,1.800,0.430,0.524,0.785,2.500,1.900,15.900,0.568,15.800,3.063,7.113,7.300,37.400,2.000,0.200,22.100,0.130,2.700,1996,12.900,0.000,,0,0,0.988
Avery Johnson,30,SAS,82,37.600,2.500,9.600,1.500,0.300,13.100,10.800,0.494,0.400,0.194,0.497,0.721,2.400,2.200,16.300,0.534,17.500,2.865,8.990,3.700,39.100,2.000,0.500,16.300,0.141,1.700,1996,13.900,0.000,,0,0,1.000
Kevin Johnson,29,PHO,56,35.800,3.900,9.200,1.500,0.200,18.700,12.000,0.507,1.000,0.368,0.523,0.859,3.000,2.600,22.800,0.617,22.600,3.359,8.101,6.400,41.500,2.100,0.500,16.700,0.195,4.700,1996,14.800,0.000,,0,0,0.683
Larry Johnson,26,CHH,81,40.400,8.400,4.400,0.700,0.500,20.500,15.100,0.476,2.300,0.366,0.503,0.757,2.200,2.100,19.800,0.563,22.900,3.853,9.978,12.700,18.000,0.900,1.000,11.000,0.149,2.800,1996,14.000,0.000,,0,0,0.988
Eddie Jones,24,LAL,70,31.200,3.300,3.500,1.800,0.600,12.800,9.800,0.492,3.200,0.366,0.553,0.739,1.400,2.300,17.000,0.583,17.800,2.865,6.718,6.200,17.000,3.100,1.400,11.400,0.150,3.300,1996,9.200,0.000,,0,0,0.854
Popeye Jones,25,DAL,68,34.100,10.800,1.900,0.800,0.400,11.300,10.800,0.446,0.600,0.359,0.456,0.767,1.600,3.900,13.400,0.486,16.200,-0.395,3.655,16.600,8.800,1.200,0.800,12.100,0.076,-2.700,1996,13.900,0.000,,0,0,0.829
Jason Kidd,22,DAL,81,37.500,6.800,9.700,2.200,0.300,16.600,16.000,0.381,4.900,0.336,0.433,0.692,4.000,1.900,17.800,0.468,24.300,2.964,4.248,9.600,41.500,2.900,0.600,18.600,0.068,2.000,1996,19.000,0.000,,0,0,0.988
Toni Kukoč,27,CHI,81,26.000,4.000,3.500,0.800,0.300,13.100,9.700,0.490,2.700,0.403,0.546,0.772,1.400,1.900,20.400,0.589,21.400,3.952,9.978,8.900,21.000,1.600,1.000,11.200,0.231,5.400,1996,8.600,0.000,,0,0,0.988
Grant Long,29,ATL,82,36.700,9.600,2.200,1.300,0.400,13.100,10.200,0.471,1.000,0.360,0.490,0.763,1.900,2.800,16.200,0.546,17.100,2.075,8.299,15.500,9.700,1.900,0.900,13.700,0.134,0.700,1996,13.500,0.000,,0,0,1.000
Luc Longley,27,CHI,62,26.500,5.100,1.900,0.400,1.400,9.100,8.100,0.482,0.000,,0.482,0.777,1.800,3.600,11.900,0.515,17.800,0.198,3.458,11.300,10.600,0.700,3.900,17.200,0.101,-1.600,1996,8.800,0.000,,0,0,0.756
Sam Mack,25,HOU,31,28.000,3.200,2.500,0.700,0.300,10.800,9.300,0.422,4.400,0.400,0.516,0.848,0.900,2.400,13.100,0.545,17.400,0.099,1.877,6.400,14.300,1.300,0.700,8.400,0.103,-1.600,1996,6.700,0.000,,0,0,0.378
Dan Majerle,30,CLE,82,28.900,3.700,2.600,1.000,0.400,10.600,9.100,0.405,5.000,0.353,0.503,0.710,1.100,1.600,15.100,0.530,19.500,2.272,5.434,8.600,15.900,2.000,1.300,10.200,0.112,1.900,1996,7.700,0.000,,0,0,1.000
Jamal Mashburn,23,DAL,18,37.200,5.400,2.800,0.800,0.200,23.400,21.300,0.379,5.700,0.343,0.424,0.729,3.100,2.200,14.400,0.478,30.900,0.099,0.198,7.600,13.200,1.100,0.300,11.100,0.014,-1.500,1996,9.200,0.000,,0,0,0.220
Anthony Mason,29,NYK,82,42.200,9.300,4.400,0.800,0.400,14.600,9.700,0.563,0.000,,0.563,0.720,2.600,3.000,15.800,0.610,16.100,3.359,11.164,13.100,16.700,1.100,0.800,17.700,0.157,1.900,1996,14.900,0.000,,0,0,1.000
Vernon Maxwell,30,PHI,75,32.900,3.100,4.400,1.300,0.200,16.200,14.000,0.390,6.100,0.317,0.459,0.756,2.900,2.400,13.900,0.508,25.600,0.198,0.889,5.400,24.700,2.000,0.400,15.200,0.018,-1.700,1996,9.000,0.000,,0,0,0.915
George McCloud,28,DAL,79,36.000,4.800,2.700,1.400,0.500,18.900,16.200,0.414,8.600,0.379,0.514,0.804,2.100,2.700,15.900,0.543,22.600,2.371,5.730,7.000,12.500,2.000,0.900,10.700,0.098,1.400,1996,9.400,0.000,,0,0,0.963
Antonio McDyess,21,DEN,76,30.000,7.500,1.000,0.700,1.500,13.400,11.600,0.485,0.100,0.000,0.485,0.683,2.000,3.300,15.600,0.516,22.400,0.000,3.557,14.500,5.800,1.200,3.600,13.500,0.075,-1.900,1996,10.700,0.000,,0,0,0.927
Derrick McKey,29,IND,75,32.500,4.800,3.500,1.100,0.600,11.700,9.500,0.486,0.900,0.250,0.498,0.769,1.900,3.300,14.200,0.543,17.900,2.371,5.631,9.200,17.500,1.800,1.400,15.000,0.112,1.900,1996,10.000,0.000,,0,0,0.915
Aaron McKie,23,POR,81,27.900,3.800,2.500,1.100,0.300,10.700,8.900,0.467,1.400,0.325,0.493,0.764,1.700,2.500,13.400,0.534,18.300,1.383,5.236,7.700,14.600,2.100,0.700,14.300,0.113,0.400,1996,7.700,0.000,,0,0,0.988
Oliver Miller,25,TOR,76,33.100,7.400,2.900,1.400,1.900,12.900,10.500,0.526,0.100,0.000,0.526,0.661,2.700,3.600,16.200,0.550,19.200,1.186,3.754,13.300,14.200,2.200,4.300,18.500,0.072,0.000,1996,13.600,0.000,,0,0,0.927
Reggie Miller,30,IND,76,34.500,2.800,3.300,1.000,0.200,21.100,14.000,0.473,5.400,0.410,0.552,0.863,2.500,2.300,20.100,0.625,25.800,4.446,10.176,5.100,17.200,1.600,0.400,12.800,0.188,4.700,1996,7.300,0.000,,0,0,0.927
Chris Mills,26,CLE,80,38.300,5.500,2.400,0.900,0.700,15.100,12.100,0.468,2.600,0.376,0.508,0.829,1.500,3.000,15.200,0.554,19.900,1.482,7.706,9.600,11.200,1.400,1.500,10.000,0.122,-0.100,1996,9.500,0.000,,0,0,0.976
Sam Mitchell,32,MIN,78,27.500,4.300,0.900,0.600,0.300,10.800,7.900,0.490,0.200,0.056,0.491,0.814,1.100,2.800,13.000,0.566,17.200,-0.099,4.248,9.500,5.700,1.200,0.900,10.400,0.095,-2.200,1996,6.100,0.000,,0,0,0.951
Chris Mullin,32,GSW,55,29.400,2.900,3.500,1.400,0.600,13.300,9.800,0.499,2.700,0.393,0.554,0.856,2.200,2.300,16.700,0.602,19.700,1.680,3.952,5.700,19.800,2.400,1.400,16.700,0.117,2.100,1996,8.400,0.000,,0,0,0.671
Gheorghe Mureșan,24,WSB,76,29.500,9.600,0.700,0.700,2.300,14.500,10.500,0.584,0.000,0.000,0.584,0.619,1.900,3.900,21.000,0.600,21.200,2.075,7.904,19.100,4.200,1.200,5.500,13.400,0.172,1.600,1996,13.300,0.000,,0,0,0.927
Tracy Murray,24,TOR,82,30.000,4.300,1.600,1.100,0.500,16.200,13.300,0.454,4.400,0.422,0.523,0.831,1.600,2.500,16.800,0.557,23.700,1.284,4.841,8.500,9.300,1.800,1.200,10.000,0.096,0.100,1996,7.500,0.000,,0,0,1.000
Dikembe Mutombo,29,DEN,74,36.700,11.800,1.500,0.500,4.500,11.000,7.700,0.499,0.000,0.000,0.499,0.695,2.000,3.500,17.100,0.562,14.400,2.766,7.508,18.600,6.100,0.700,8.800,17.100,0.134,2.100,1996,18.300,0.000,,0,0,0.902
Johnny Newman,32,MIL,82,32.800,2.400,1.900,1.100,0.200,10.800,7.900,0.495,2.000,0.377,0.542,0.802,1.300,3.100,11.500,0.592,14.600,0.395,4.347,4.600,8.800,1.800,0.400,12.600,0.079,-1.400,1996,5.600,0.000,,0,0,1.000
Dan O'Sullivan,27,TOR,5,27.800,6.400,0.400,0.400,0.800,6.600,7.000,0.371,0.200,0.000,0.371,0.875,1.000,2.600,8.400,0.428,13.800,-0.198,0.000,13.700,2.100,0.700,2.200,11.500,0.008,-8.100,1996,8.000,0.000,,0,0,0.061
Charles Oakley,32,NYK,53,33.500,8.700,2.600,1.100,0.300,11.400,8.500,0.471,0.500,0.269,0.479,0.833,2.000,3.700,15.100,0.559,16.900,1.284,5.533,15.300,12.100,1.700,0.600,16.100,0.150,0.900,1996,12.700,0.000,,0,0,0.646
Robert Pack,26,WSB,31,35.000,4.300,7.800,2.000,0.000,18.100,14.300,0.428,3.200,0.265,0.457,0.846,3.700,2.200,19.300,0.534,26.300,1.087,2.667,7.200,35.300,2.900,0.100,17.900,0.121,2.000,1996,14.100,0.000,,0,0,0.378
Sam Perkins,34,SEA,82,26.500,4.500,1.500,1.000,0.600,11.800,9.700,0.408,4.400,0.355,0.489,0.793,1.000,2.100,15.400,0.537,20.300,2.173,6.817,10.000,8.900,2.000,1.800,8.300,0.153,2.000,1996,7.600,0.000,,0,0,1.000
Chuck Person,31,SAS,80,26.600,5.200,1.300,0.600,0.300,10.900,8.800,0.437,5.800,0.410,0.572,0.644,1.100,2.500,13.600,0.581,17.800,1.877,5.434,10.800,7.200,1.200,0.900,10.800,0.125,1.500,1996,7.400,0.000,,0,0,0.976
Wesley Person,24,PHO,82,31.800,3.900,1.700,0.700,0.300,12.700,10.700,0.445,3.800,0.374,0.511,0.771,1.100,1.800,12.600,0.543,17.900,0.593,3.952,7.100,8.200,1.100,0.600,8.500,0.074,-1.200,1996,6.600,0.000,,0,0,1.000
Bobby Phills,26,CLE,72,35.100,3.600,3.800,1.400,0.400,14.600,11.500,0.467,2.900,0.441,0.524,0.775,1.800,2.700,16.800,0.564,21.100,2.272,7.014,6.900,19.700,2.400,0.900,11.900,0.136,1.700,1996,9.200,0.000,,0,0,0.878
Olden Polynice,31,SAC,81,30.100,9.400,0.700,0.600,0.800,12.200,10.100,0.527,0.000,0.333,0.528,0.601,1.600,3.100,15.800,0.543,18.600,0.198,5.236,18.100,4.100,1.100,2.000,12.300,0.105,-1.700,1996,11.500,0.000,,0,0,0.988
Terry Porter,32,MIN,82,25.300,2.600,5.500,1.100,0.200,9.400,7.400,0.442,2.800,0.314,0.501,0.785,2.100,1.900,15.400,0.552,18.700,1.186,3.655,6.100,35.100,2.200,0.600,19.800,0.085,0.400,1996,9.400,0.000,,0,0,1.000
Brent Price,27,WSB,81,25.200,2.800,5.100,1.000,0.000,10.000,6.600,0.472,3.700,0.462,0.602,0.874,1.900,2.300,17.500,0.655,16.900,2.569,7.311,6.600,29.700,2.000,0.100,19.800,0.174,3.000,1996,8.900,0.000,,0,0,0.988
Dino Radja,28,BOS,53,37.400,9.800,1.600,0.900,1.500,19.700,16.100,0.500,0.000,,0.500,0.695,2.200,3.000,18.000,0.536,23.600,0.889,3.952,14.700,7.200,1.200,2.900,10.700,0.096,-0.300,1996,13.800,0.000,,0,0,0.646
Bryant Reeves,22,VAN,77,31.900,7.400,1.400,0.600,0.700,13.300,11.400,0.457,0.000,0.000,0.457,0.732,2.000,2.900,13.400,0.506,21.600,-0.988,2.272,13.600,8.300,0.900,1.700,13.500,0.045,-3.700,1996,10.100,0.000,,0,0,0.939
Glen Rice,28,CHH,79,39.800,4.800,2.900,1.200,0.200,21.600,16.400,0.471,5.100,0.424,0.537,0.837,2.100,2.700,17.800,0.584,23.400,2.667,8.200,7.300,12.600,1.500,0.500,10.000,0.127,1.400,1996,9.100,0.000,,0,0,0.963
Pooh Richardson,29,LAC,63,32.000,2.500,5.400,1.200,0.200,11.700,10.500,0.423,3.900,0.384,0.494,0.743,1.500,2.100,14.500,0.517,17.800,0.988,3.754,4.700,25.900,2.000,0.500,11.800,0.091,0.000,1996,9.300,0.000,,0,0,0.768
Isaiah Rider,24,MIN,75,34.600,4.100,2.800,0.600,0.300,19.600,16.100,0.464,3.700,0.371,0.507,0.838,2.700,2.700,15.600,0.550,26.300,0.692,3.359,7.100,15.300,0.900,0.700,13.100,0.063,-0.900,1996,7.800,0.000,,0,0,0.915
Alvin Robertson,33,TOR,77,32.200,4.400,4.200,2.200,0.500,9.300,7.900,0.470,2.000,0.272,0.503,0.677,2.400,3.500,12.700,0.531,15.300,0.790,2.766,8.200,19.700,3.500,1.100,21.300,0.054,-0.700,1996,11.300,0.000,,0,0,0.939
Clifford Robinson,29,POR,78,38.200,5.700,2.400,1.100,0.900,21.100,16.700,0.423,6.000,0.378,0.492,0.664,2.500,3.200,16.300,0.532,25.600,2.964,7.904,8.500,10.900,1.500,1.700,11.200,0.130,2.100,1996,10.100,0.000,,0,0,0.951
Glenn Robinson,23,MIL,82,39.600,6.100,3.600,1.200,0.500,20.200,16.900,0.454,3.200,0.342,0.486,0.812,3.400,2.900,15.900,0.534,25.800,1.581,3.458,9.500,15.700,1.600,1.000,15.400,0.052,0.000,1996,11.400,0.000,,0,0,1.000
Rodney Rogers,24,LAC,67,29.100,4.300,2.500,1.100,0.500,11.600,9.600,0.477,2.300,0.320,0.516,0.628,2.100,3.200,13.500,0.537,19.800,0.494,2.272,8.800,13.500,2.000,1.300,16.700,0.058,-1.100,1996,8.400,0.000,,0,0,0.817
Jalen Rose,23,DEN,80,26.700,3.300,6.200,0.700,0.500,10.000,7.600,0.480,1.400,0.296,0.507,0.690,2.900,2.900,14.300,0.553,20.100,0.692,2.865,7.000,37.400,1.300,1.300,24.400,0.065,-0.600,1996,10.700,0.000,,0,0,0.976
Trevor Ruffin,25,PHI,61,25.400,2.200,4.400,0.700,0.000,12.800,10.600,0.406,4.700,0.366,0.486,0.813,2.400,2.200,14.800,0.534,25.300,0.000,1.186,4.900,32.200,1.400,0.100,17.000,0.037,-2.000,1996,7.300,0.000,,0,0,0.744
Detlef Schrempf,33,SEA,63,34.900,5.200,4.400,0.900,0.100,17.100,11.700,0.486,2.800,0.408,0.536,0.776,2.300,2.800,17.300,0.598,21.300,2.470,8.101,8.800,20.600,1.300,0.300,13.900,0.179,2.500,1996,10.600,0.000,,0,0,0.768
Dennis Scott,27,ORL,82,37.100,3.800,3.000,1.100,0.400,17.500,13.600,0.440,7.700,0.425,0.559,0.820,1.500,2.100,16.100,0.589,19.900,3.260,8.694,5.900,12.400,1.500,0.700,9.100,0.138,2.300,1996,8.300,0.000,,0,0,1.000
Malik Sealy,25,LAC,62,25.800,3.900,1.900,1.400,0.500,11.500,10.600,0.415,1.600,0.210,0.431,0.799,1.800,2.400,13.800,0.484,23.700,0.099,1.186,9.000,11.600,2.700,1.300,13.300,0.036,-1.900,1996,7.700,0.000,,0,0,0.756
Rony Seikaly,30,GSW,64,28.300,7.800,1.100,0.600,1.100,12.100,8.900,0.502,0.000,0.667,0.504,0.723,2.800,3.400,14.200,0.561,20.900,-0.692,2.272,15.800,6.400,1.100,2.800,20.600,0.061,-3.400,1996,10.600,0.000,,0,0,0.780
Joe Smith,20,GSW,82,34.400,8.700,1.000,1.000,1.600,15.300,12.500,0.458,0.300,0.357,0.463,0.773,1.700,2.700,17.200,0.523,20.600,0.889,6.718,14.600,4.600,1.500,3.400,10.300,0.116,-0.700,1996,12.300,0.000,,0,0,1.000
Steve Smith,26,ATL,80,35.700,4.100,2.800,0.900,0.200,18.100,14.300,0.432,5.300,0.331,0.493,0.826,1.900,2.600,16.600,0.551,23.000,2.075,7.805,6.700,13.400,1.300,0.500,10.300,0.133,1.000,1996,8.000,0.000,,0,0,0.976
Rik Smits,29,IND,63,30.200,6.900,1.700,0.300,0.700,18.500,14.200,0.521,0.100,0.200,0.522,0.788,2.500,3.600,19.000,0.569,28.600,1.186,4.940,14.200,11.400,0.600,1.900,13.500,0.127,0.500,1996,9.600,0.000,,0,0,0.768
Latrell Sprewell,25,GSW,78,39.300,4.900,4.200,1.600,0.600,18.900,15.400,0.428,3.600,0.323,0.466,0.789,2.800,1.900,15.900,0.527,23.000,2.075,5.434,7.100,17.700,2.100,1.100,13.700,0.086,0.700,1996,11.300,0.000,,0,0,0.951
Jerry Stackhouse,21,PHI,72,37.500,3.700,3.900,1.100,1.100,19.200,15.200,0.414,4.100,0.318,0.457,0.747,3.500,2.500,14.800,0.525,26.000,0.692,1.186,5.700,19.000,1.500,2.100,16.000,0.021,-1.000,1996,9.800,0.000,,0,0,0.878
John Starks,30,NYK,81,30.800,2.900,3.900,1.300,0.100,12.600,10.400,0.443,4.900,0.361,0.528,0.753,1.900,2.800,14.200,0.555,20.200,1.877,5.631,5.600,20.800,2.200,0.300,14.500,0.110,1.000,1996,8.200,0.000,,0,0,0.988
Bryant Stith,25,DEN,82,34.300,4.900,2.900,1.400,0.200,13.600,11.100,0.416,1.800,0.277,0.439,0.844,1.900,2.300,13.900,0.519,19.600,0.988,5.137,8.200,13.800,2.100,0.400,12.700,0.089,-0.600,1996,9.400,0.000,,0,0,1.000
Damon Stoudamire,22,TOR,70,40.900,4.000,9.300,1.400,0.300,19.000,16.100,0.426,4.800,0.395,0.485,0.797,3.800,2.400,16.700,0.528,23.500,1.581,4.248,5.800,37.400,1.800,0.500,17.500,0.072,0.100,1996,15.000,0.000,,0,0,0.854
Rod Strickland,29,POR,67,37.700,4.400,9.600,1.400,0.200,18.700,15.300,0.460,1.700,0.342,0.479,0.652,3.800,2.000,19.100,0.519,25.400,3.161,7.014,6.700,43.400,2.000,0.500,17.400,0.136,3.100,1996,15.600,0.000,,0,0,0.817
Otis Thorpe,33,DET,82,34.600,8.400,1.900,0.600,0.500,14.200,10.400,0.530,0.000,0.000,0.530,0.710,2.400,3.700,15.700,0.573,20.300,1.186,7.508,14.600,10.100,1.000,1.100,16.200,0.128,-0.400,1996,11.400,0.000,,0,0,1.000
Nick Van Exel,24,LAL,74,34.000,2.400,6.900,0.900,0.100,14.900,12.800,0.417,5.400,0.357,0.493,0.799,2.100,1.600,15.900,0.528,21.400,1.581,5.631,4.200,30.700,1.400,0.300,13.000,0.109,0.600,1996,10.300,0.000,,0,0,0.902
Loy Vaught,27,LAC,80,37.100,10.100,1.400,1.100,0.500,16.200,13.600,0.525,0.200,0.368,0.529,0.727,2.000,3.000,16.700,0.551,20.100,0.790,6.224,16.400,6.300,1.500,1.000,11.800,0.102,-0.900,1996,13.100,0.000,,0,0,0.976
Rasheed Wallace,21,WSB,65,27.500,4.700,1.300,0.600,0.800,10.100,8.700,0.487,1.300,0.329,0.511,0.650,1.600,3.200,11.800,0.530,18.000,0.296,2.272,10.000,7.300,1.200,2.200,14.300,0.063,-1.400,1996,7.400,0.000,,0,0,0.793
Clarence Weatherspoon,25,PHI,78,39.700,9.700,2.000,1.400,1.400,16.700,13.000,0.484,0.000,0.000,0.484,0.746,2.300,2.700,17.100,0.541,19.900,1.383,5.730,14.000,9.300,1.900,2.600,13.000,0.089,-0.200,1996,14.500,0.000,,0,0,0.951
Chris Webber,22,WSB,15,37.200,7.600,5.000,1.800,0.600,23.700,18.400,0.543,2.300,0.441,0.571,0.594,3.300,3.400,23.600,0.581,28.500,1.087,1.877,12.000,24.900,2.500,1.200,13.800,0.165,5.700,1996,15.000,0.000,,0,0,0.183
David Wesley,25,BOS,82,25.700,3.200,4.800,1.200,0.100,12.300,9.000,0.459,3.300,0.426,0.538,0.753,1.900,2.500,18.500,0.585,20.900,2.470,6.224,7.000,29.200,2.400,0.400,15.600,0.144,2.800,1996,9.300,0.000,,0,0,1.000
Gerald Wilkins,32,VAN,28,26.400,2.300,2.400,0.800,0.100,6.700,7.300,0.376,2.300,0.219,0.410,0.870,1.300,2.000,7.300,0.437,15.600,-0.692,-0.198,5.200,15.500,1.600,0.200,14.700,-0.014,-6.000,1996,5.600,0.000,,0,0,0.341
Hot Rod Williams,33,PHO,62,26.600,6.000,1.000,0.700,1.500,7.300,6.400,0.453,0.000,0.000,0.453,0.731,1.000,2.700,12.400,0.501,13.900,0.198,2.766,13.000,5.500,1.400,4.100,12.000,0.080,-1.600,1996,9.200,0.000,,0,0,0.756
Lorenzo Williams,26,DAL,65,27.800,8.000,1.300,0.700,1.900,3.000,3.300,0.407,0.000,0.000,0.407,0.343,1.200,3.500,9.600,0.404,7.400,-0.494,1.680,15.100,6.400,1.300,4.700,24.200,0.045,-3.000,1996,11.900,0.000,,0,0,0.793
Mahmoud Abdul-Rauf,25,DEN,73,28.500,1.900,3.600,1.100,0.100,16.000,13.800,0.470,2.900,0.386,0.511,0.885,1.600,1.700,17.800,0.543,25.800,1.700,5.000,3.900,23.000,1.900,0.300,10.000,0.115,1.200,1995,6.700,0.000,,0,0,0.890
Kenny Anderson,24,NJN,72,37.300,3.500,9.400,1.400,0.200,17.600,14.300,0.399,4.100,0.330,0.446,0.841,3.100,2.600,18.000,0.522,23.500,2.800,6.800,5.100,43.100,2.000,0.400,15.600,0.122,2.200,1995,14.500,0.000,,0,0,0.878
Nick Anderson,27,ORL,76,34.100,4.400,4.100,1.600,0.300,15.800,12.100,0.476,5.700,0.415,0.573,0.704,1.900,1.600,17.500,0.593,19.100,3.900,8.300,7.400,17.400,2.400,0.600,12.200,0.154,4.000,1995,10.400,0.000,,0,0,0.927
B.J. Armstrong,27,CHI,82,31.400,2.300,3.000,1.000,0.100,14.000,10.900,0.468,3.100,0.427,0.528,0.884,1.300,1.900,15.100,0.577,19.000,1.900,8.100,4.300,14.700,1.700,0.200,9.400,0.152,1.000,1995,6.400,0.000,,0,0,1.000
Stacey Augmon,26,ATL,76,31.100,4.800,2.600,1.300,0.600,13.900,11.500,0.453,0.300,0.269,0.457,0.728,2.000,2.100,16.000,0.512,22.700,1.600,5.100,9.100,14.300,2.300,1.500,12.900,0.103,0.700,1995,9.300,0.000,,0,0,0.927
Vin Baker,23,MIL,82,41.000,10.300,3.600,1.000,1.400,17.700,15.000,0.483,0.300,0.292,0.486,0.593,2.700,3.400,16.600,0.511,21.600,1.800,5.800,15.100,15.100,1.300,2.600,13.500,0.083,0.200,1995,16.300,0.000,,0,0,1.000
Dana Barros,27,PHI,82,40.500,3.300,7.500,1.800,0.000,20.600,14.200,0.490,5.200,0.464,0.575,0.899,3.000,1.900,20.900,0.632,21.200,5.800,12.700,4.800,32.600,2.400,0.100,15.300,0.183,5.000,1995,12.600,0.000,,0,0,1.000
Benoit Benjamin,30,NJN,61,26.200,7.200,0.600,0.400,1.000,11.100,8.700,0.510,0.000,,0.510,0.760,2.000,2.500,13.900,0.555,20.100,-0.300,2.200,15.100,4.200,0.700,2.800,17.100,0.066,-2.800,1995,9.200,0.000,,0,0,0.744
David Benoit,26,UTA,71,25.900,5.200,0.800,0.600,0.700,10.400,8.300,0.486,1.600,0.330,0.518,0.841,1.100,2.600,13.900,0.564,18.000,0.800,4.600,12.500,4.700,1.300,2.100,10.300,0.121,-0.400,1995,7.300,0.000,,0,0,0.866
Mookie Blaylock,27,ATL,80,38.400,4.900,7.700,2.500,0.300,17.200,15.000,0.425,6.900,0.359,0.508,0.729,3.000,2.100,19.200,0.531,22.700,5.400,9.400,7.500,34.200,3.500,0.600,15.800,0.147,5.100,1995,15.400,0.000,,0,0,0.976
Muggsy Bogues,30,CHH,78,33.700,3.300,8.700,1.300,0.000,11.100,9.400,0.477,0.400,0.200,0.481,0.889,1.700,1.900,16.900,0.533,16.600,2.300,8.600,5.800,40.300,2.100,0.000,14.000,0.157,1.500,1995,13.300,0.000,,0,0,0.951
Shawn Bradley,22,PHI,82,28.800,8.000,0.600,0.700,3.300,9.500,8.500,0.455,0.000,0.000,0.455,0.638,1.700,4.100,14.800,0.489,17.700,0.300,3.500,16.200,3.700,1.200,8.500,15.200,0.071,-1.400,1995,12.600,0.000,,0,0,1.000
Terrell Brandon,24,CLE,67,29.300,2.800,5.400,1.600,0.200,13.300,11.400,0.448,1.800,0.397,0.479,0.855,2.100,1.800,18.700,0.527,24.200,2.800,5.600,5.900,35.800,3.100,0.600,14.600,0.137,3.800,1995,10.000,0.000,,0,0,0.817
Dee Brown,26,BOS,79,35.300,3.200,3.800,1.400,0.600,15.600,12.400,0.447,4.100,0.385,0.512,0.852,1.800,2.300,15.700,0.562,19.300,2.900,6.800,5.100,16.700,2.000,1.200,11.700,0.117,2.100,1995,9.000,0.000,,0,0,0.963
P.J. Brown,25,NJN,80,30.800,6.100,1.700,0.900,1.700,8.100,7.100,0.446,0.300,0.167,0.449,0.671,1.000,3.300,12.100,0.492,13.200,0.900,4.600,10.800,8.600,1.500,3.800,10.800,0.090,-0.500,1995,10.400,0.000,,0,0,0.976
Scott Burrell,24,CHH,65,31.000,5.700,2.500,1.200,0.600,11.500,9.100,0.467,3.600,0.409,0.548,0.694,1.300,2.900,15.000,0.571,17.000,2.100,5.600,10.800,12.600,2.000,1.400,11.500,0.135,2.200,1995,10.000,0.000,,0,0,0.793
Willie Burton,26,PHI,53,29.500,3.100,1.800,0.600,0.400,15.300,11.400,0.401,5.200,0.385,0.488,0.824,2.300,3.200,13.900,0.561,24.100,0.400,2.600,6.100,10.400,1.100,0.900,14.400,0.079,-1.100,1995,5.900,0.000,,0,0,0.646
Elden Campbell,26,LAL,73,28.400,6.100,1.300,0.900,1.800,12.500,10.800,0.459,0.000,0.000,0.459,0.666,1.300,3.400,15.400,0.500,21.000,0.200,3.800,11.900,6.800,1.700,4.400,9.700,0.087,-1.600,1995,10.100,0.000,,0,0,0.890
Rex Chapman,27,WSB,45,32.600,2.500,2.800,1.500,0.300,16.200,14.200,0.397,6.100,0.314,0.465,0.862,1.400,1.900,15.300,0.516,23.000,1.000,2.500,4.400,13.900,2.300,0.700,8.000,0.081,0.700,1995,7.100,0.000,,0,0,0.549
Calbert Cheaney,23,WSB,78,34.000,4.100,2.300,1.000,0.300,16.600,14.500,0.453,3.600,0.339,0.496,0.812,1.900,2.800,14.200,0.529,22.600,0.600,3.200,7.000,11.000,1.500,0.600,11.000,0.058,-1.100,1995,7.700,0.000,,0,0,0.951
Derrick Coleman,27,NJN,56,37.600,10.600,3.300,0.600,1.700,20.500,15.600,0.424,2.100,0.233,0.440,0.767,3.100,2.900,19.000,0.525,26.400,1.800,5.100,15.400,15.800,0.900,3.100,13.600,0.117,1.500,1995,16.200,0.000,,0,0,0.683
Bimbo Coles,26,MIA,68,32.500,2.800,6.100,1.500,0.200,10.000,8.900,0.430,1.100,0.211,0.443,0.810,2.300,2.700,12.500,0.497,16.800,0.300,2.800,5.100,27.900,2.300,0.500,18.600,0.060,-1.500,1995,10.600,0.000,,0,0,0.829
