Player,Age,Tm,G,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,Share_mvp,Rank_mvp,got_votes_mvp,is_mvp,gp_pct
Josh Childress,23,ATL,55,36.800,6.200,2.300,1.100,0.700,13.000,9.400,0.504,1.400,0.338,0.529,0.795,1.500,2.100,16.200,0.586,15.700,1.900,5.500,10.100,10.800,1.500,1.400,11.600,0.130,1.700,2007,10.300,0.000,,0,0,0.671
Speedy Claxton,28,ATL,42,25.100,1.900,4.400,1.700,0.100,5.300,6.600,0.327,0.700,0.214,0.338,0.550,1.800,3.100,7.300,0.363,16.600,-0.700,-0.700,4.600,28.100,3.600,0.300,19.800,-0.034,-4.500,2007,8.100,0.000,,0,0,0.512
Nick Collison,26,SEA,82,29.000,8.100,1.000,0.600,0.800,9.600,7.800,0.500,0.000,0.000,0.500,0.774,1.500,3.500,14.200,0.546,16.200,-0.300,4.600,16.800,5.400,1.100,2.100,14.500,0.093,-2.400,2007,10.500,0.000,,0,0,1.000
Jamal Crawford,26,NYK,59,37.300,3.200,4.400,1.000,0.100,17.600,15.000,0.400,5.500,0.320,0.458,0.838,2.700,1.900,14.500,0.517,24.100,0.800,3.100,5.100,20.900,1.400,0.300,13.900,0.069,-0.500,2007,8.700,0.000,,0,0,0.720
Eddy Curry,24,NYK,81,35.200,7.000,0.800,0.400,0.500,19.500,12.500,0.576,0.000,1.000,0.576,0.615,3.600,3.300,17.000,0.603,25.500,0.100,4.700,11.900,4.600,0.600,1.100,18.400,0.079,-1.800,2007,8.700,0.000,,0,0,0.988
Samuel Dalembert,25,PHI,82,30.900,8.900,0.800,0.600,1.900,10.700,8.000,0.541,0.000,0.000,0.541,0.746,2.000,3.500,16.100,0.581,16.700,0.900,6.200,17.400,4.200,1.000,4.800,17.500,0.117,-0.500,2007,12.200,0.000,,0,0,1.000
Erick Dampier,31,DAL,76,25.200,7.400,0.600,0.300,1.100,7.100,4.400,0.626,0.000,,0.626,0.623,1.400,3.100,14.900,0.642,12.800,1.100,6.400,17.800,3.500,0.700,3.300,20.400,0.160,0.200,2007,9.400,0.000,,0,0,0.927
Ricky Davis,27,MIN,81,37.300,3.900,4.800,1.000,0.300,17.000,13.400,0.465,3.800,0.397,0.521,0.839,2.600,2.300,15.900,0.566,21.900,1.800,5.700,6.200,21.900,1.400,0.600,14.700,0.091,0.500,2007,10.000,0.000,,0,0,0.988
Luol Deng,21,CHI,82,37.500,7.100,2.500,1.200,0.600,18.800,14.900,0.517,0.100,0.143,0.518,0.777,1.900,2.000,18.700,0.560,22.200,3.900,11.300,10.800,11.800,1.600,1.200,10.000,0.176,3.000,2007,11.400,0.000,,0,0,1.000
Boris Diaw,24,PHO,73,31.100,4.300,4.800,0.400,0.500,9.700,7.800,0.538,0.600,0.333,0.551,0.683,2.100,2.400,13.000,0.570,15.400,1.400,4.600,8.100,21.700,0.600,1.200,19.900,0.097,0.400,2007,10.000,0.000,,0,0,0.890
Monta Ellis,21,GSW,77,34.300,3.200,4.100,1.700,0.300,16.500,13.100,0.475,1.900,0.273,0.495,0.763,2.900,2.700,15.000,0.545,22.400,0.600,4.000,5.100,18.800,2.400,0.600,15.900,0.072,-1.100,2007,9.300,0.000,,0,0,0.939
Raymond Felton,22,CHA,78,36.300,3.400,7.000,1.500,0.100,14.000,13.100,0.384,4.000,0.330,0.434,0.797,2.900,2.300,13.500,0.481,21.900,0.900,2.300,5.600,32.000,2.200,0.300,16.800,0.039,-0.800,2007,12.000,0.000,,0,0,0.951
Derek Fisher,32,UTA,82,27.900,1.800,3.300,1.000,0.100,10.100,8.200,0.382,1.900,0.308,0.418,0.853,1.500,2.900,11.400,0.510,18.200,0.200,3.900,4.000,18.100,1.900,0.200,12.900,0.083,-1.600,2007,6.200,0.000,,0,0,1.000
T.J. Ford,23,TOR,75,29.900,3.100,7.900,1.300,0.100,14.000,12.000,0.436,0.900,0.304,0.447,0.819,3.100,2.500,18.200,0.508,26.100,1.600,4.300,6.200,44.800,2.300,0.300,18.300,0.091,0.900,2007,12.400,0.000,,0,0,0.915
Steve Francis,29,NYK,44,28.100,3.600,3.900,0.900,0.300,11.300,7.800,0.408,2.500,0.378,0.469,0.829,2.300,2.900,15.100,0.570,19.700,0.900,2.900,7.500,22.400,1.800,0.800,18.700,0.113,0.700,2007,8.700,0.000,,0,0,0.537
Channing Frye,23,NYK,72,26.300,5.500,0.900,0.500,0.600,9.500,9.600,0.433,0.300,0.167,0.435,0.787,1.400,3.000,10.500,0.464,20.000,-0.900,0.900,12.400,6.200,1.000,1.800,12.000,0.024,-4.000,2007,7.500,0.000,,0,0,0.878
Jorge Garbajosa,29,TOR,67,28.500,4.900,1.900,1.200,0.200,8.500,7.900,0.420,2.900,0.342,0.482,0.731,1.000,1.300,12.100,0.503,15.200,1.100,3.000,10.200,10.100,2.100,0.600,10.200,0.074,0.300,2007,8.200,0.000,,0,0,0.817
Pau Gasol,26,MEM,59,36.200,9.800,3.400,0.500,2.100,20.800,14.500,0.538,0.200,0.273,0.540,0.748,2.700,2.300,24.100,0.593,25.300,3.000,6.900,16.300,17.700,0.700,4.500,13.500,0.155,3.600,2007,15.800,0.000,,0,0,0.720
Rudy Gay,20,MEM,78,27.000,4.500,1.300,0.900,0.900,10.800,9.700,0.422,1.800,0.364,0.457,0.727,1.800,2.500,12.400,0.497,21.300,-0.100,0.500,9.900,8.000,1.700,2.700,14.100,0.011,-2.200,2007,7.600,0.000,,0,0,0.951
Manu Ginóbili,29,SAS,75,27.500,4.400,3.500,1.500,0.400,16.500,11.400,0.464,4.300,0.396,0.539,0.860,2.100,2.100,24.100,0.609,27.100,5.100,10.600,9.600,22.600,2.800,1.000,13.400,0.246,7.800,2007,9.800,0.000,,0,0,0.915
Ryan Gomes,24,BOS,73,31.200,5.600,1.600,0.700,0.200,12.100,9.900,0.467,0.600,0.381,0.479,0.811,1.400,2.300,13.700,0.534,18.500,0.300,4.200,10.700,9.200,1.100,0.400,11.300,0.089,-1.400,2007,8.100,0.000,,0,0,0.890
Drew Gooden,25,CLE,80,28.000,8.500,1.100,0.900,0.400,11.100,9.800,0.473,0.100,0.167,0.474,0.714,1.400,2.600,16.500,0.508,20.000,1.000,6.500,17.700,6.700,1.700,1.000,11.700,0.139,-0.200,2007,10.900,0.000,,0,0,0.976
Ben Gordon,23,CHI,82,33.000,3.100,3.600,0.800,0.200,21.400,16.300,0.455,4.600,0.413,0.513,0.864,3.000,3.100,18.200,0.572,29.300,3.000,8.600,5.400,20.100,1.200,0.500,14.000,0.152,2.400,2007,7.700,0.000,,0,0,1.000
Danny Granger,23,IND,82,34.000,4.600,1.400,0.800,0.700,13.900,10.600,0.459,3.500,0.382,0.522,0.803,1.600,3.000,13.900,0.573,18.200,1.500,6.500,7.900,7.000,1.200,1.700,11.900,0.111,0.200,2007,7.500,0.000,,0,0,1.000
Richard Hamilton,28,DET,75,36.800,3.800,3.800,0.800,0.200,19.800,15.600,0.468,1.700,0.341,0.486,0.861,2.100,3.100,18.100,0.551,25.900,2.200,8.100,6.100,19.000,1.200,0.400,10.600,0.141,1.200,2007,8.600,0.000,,0,0,0.915
Matt Harpring,30,UTA,77,25.500,4.600,1.300,0.700,0.100,11.600,8.500,0.491,0.500,0.333,0.501,0.767,1.500,3.000,14.700,0.564,20.800,0.500,4.700,10.900,8.200,1.400,0.500,13.000,0.115,-1.000,2007,6.700,0.000,,0,0,0.939
Devin Harris,23,DAL,80,26.000,2.500,3.700,1.200,0.300,10.200,7.400,0.492,0.600,0.280,0.504,0.824,1.800,3.000,16.000,0.574,19.100,1.700,6.500,5.700,22.900,2.500,0.800,17.100,0.151,1.200,2007,7.700,0.000,,0,0,0.976
Udonis Haslem,26,MIA,79,31.400,8.300,1.200,0.600,0.300,10.700,9.100,0.492,0.100,0.000,0.492,0.680,1.400,3.000,13.700,0.523,17.500,-0.200,5.100,15.500,6.600,1.100,0.800,12.000,0.099,-2.300,2007,10.400,0.000,,0,0,0.963
Trenton Hassell,27,MIN,76,29.300,3.200,2.700,0.300,0.300,6.700,5.800,0.490,0.300,0.240,0.497,0.783,1.100,1.900,9.700,0.529,11.800,0.000,2.600,6.500,14.000,0.500,0.900,14.200,0.056,-1.900,2007,6.500,0.000,,0,0,0.927
Luther Head,24,HOU,80,27.600,3.200,2.400,1.000,0.100,10.900,8.800,0.437,5.000,0.441,0.564,0.790,1.700,1.700,13.700,0.584,18.600,2.000,5.700,6.600,14.800,1.800,0.200,15.500,0.123,1.600,2007,6.700,0.000,,0,0,0.976
Nenê,24,DEN,64,26.800,7.000,1.200,1.000,0.900,12.200,8.100,0.570,0.000,0.000,0.570,0.689,2.000,3.300,17.800,0.611,19.200,1.000,5.300,14.700,7.100,1.800,2.500,16.500,0.148,0.300,2007,10.100,0.000,,0,0,0.780
Grant Hill,34,ORL,65,30.900,3.600,2.100,0.900,0.400,14.400,10.200,0.518,0.200,0.167,0.520,0.765,2.200,2.200,16.300,0.582,21.800,1.600,5.100,7.300,12.300,1.600,1.000,15.200,0.123,1.100,2007,7.000,0.000,,0,0,0.793
Kirk Hinrich,26,CHI,80,35.500,3.400,6.300,1.300,0.300,16.600,13.300,0.448,4.200,0.415,0.514,0.835,2.400,3.400,17.000,0.559,21.600,3.500,10.100,5.500,29.200,1.800,0.600,13.900,0.171,2.800,2007,11.300,0.000,,0,0,0.976
Dwight Howard,21,ORL,82,36.900,12.300,1.900,0.900,1.900,17.600,10.600,0.603,0.000,0.500,0.603,0.586,3.900,3.000,21.100,0.619,22.700,3.700,9.700,20.500,9.500,1.200,4.200,21.400,0.154,2.800,2007,17.000,0.000,,0,0,1.000
Josh Howard,26,DAL,70,35.100,6.800,1.800,1.200,0.800,18.900,15.400,0.459,3.400,0.385,0.501,0.827,1.800,2.600,20.000,0.548,25.200,3.200,8.800,11.700,9.200,1.800,1.700,9.300,0.173,3.100,2007,10.600,0.000,,0,0,0.854
Juwan Howard,33,HOU,80,26.500,5.900,1.600,0.400,0.100,9.700,8.300,0.465,0.000,,0.465,0.824,1.400,2.600,12.800,0.517,18.900,0.000,4.900,12.700,10.500,0.700,0.300,13.000,0.110,-2.000,2007,8.000,0.000,,0,0,0.976
Larry Hughes,28,CLE,70,37.100,3.800,3.700,1.300,0.400,14.900,13.600,0.400,3.200,0.333,0.439,0.676,2.200,2.300,12.100,0.480,21.700,0.800,3.900,6.000,16.400,1.800,0.800,12.400,0.073,-0.800,2007,9.200,0.000,,0,0,0.854
Andre Iguodala,23,PHI,76,40.300,5.700,5.700,2.000,0.400,18.200,13.000,0.447,2.000,0.310,0.471,0.820,3.400,2.600,18.100,0.562,22.600,3.400,7.700,8.500,23.800,2.600,0.800,17.500,0.120,2.400,2007,13.800,0.000,,0,0,0.927
Zydrunas Ilgauskas,31,CLE,78,27.300,7.700,1.600,0.600,1.300,11.900,10.200,0.485,0.000,0.000,0.485,0.807,1.800,3.300,18.000,0.527,21.700,1.300,6.600,16.400,10.200,1.200,3.600,13.800,0.148,0.400,2007,11.200,0.000,,0,0,0.951
Jarrett Jack,23,POR,79,33.600,2.600,5.300,1.100,0.100,12.000,8.900,0.454,2.300,0.350,0.499,0.871,2.400,2.600,14.500,0.571,18.000,0.900,4.800,4.900,26.200,1.800,0.300,18.400,0.087,-0.700,2007,9.100,0.000,,0,0,0.963
Mike James,31,MIN,82,25.200,2.000,3.600,0.700,0.100,10.100,8.600,0.422,2.600,0.372,0.479,0.837,1.600,2.100,13.300,0.528,20.500,0.200,2.800,4.700,23.700,1.400,0.300,14.100,0.065,-1.600,2007,6.400,0.000,,0,0,1.000
Antawn Jamison,30,WAS,70,38.000,8.000,1.900,1.100,0.500,19.800,16.300,0.450,5.400,0.364,0.510,0.736,1.500,2.800,18.400,0.545,22.800,2.200,6.800,12.100,8.800,1.500,1.000,7.500,0.123,1.300,2007,11.500,0.000,,0,0,0.854
Al Jefferson,22,BOS,69,33.600,11.000,1.300,0.700,1.500,16.000,12.800,0.514,0.000,0.000,0.514,0.681,2.000,3.400,19.800,0.547,22.400,1.600,6.600,19.500,7.200,1.100,3.500,11.800,0.137,0.700,2007,14.500,0.000,,0,0,0.841
Richard Jefferson,26,NJN,55,35.600,4.400,2.700,0.600,0.100,16.300,12.100,0.456,2.600,0.359,0.495,0.733,2.200,2.200,13.800,0.555,22.100,0.300,3.400,7.200,13.100,0.900,0.300,12.900,0.082,-1.400,2007,7.800,0.000,,0,0,0.671
Joe Johnson,25,ATL,57,41.400,4.200,4.400,1.100,0.200,25.000,20.000,0.471,5.500,0.381,0.523,0.748,3.100,2.000,19.500,0.558,28.300,2.700,5.100,6.100,21.800,1.400,0.400,12.100,0.105,2.500,2007,9.900,0.000,,0,0,0.695
Chris Kaman,24,LAC,75,29.000,7.800,1.100,0.500,1.500,10.100,8.700,0.451,0.000,0.000,0.451,0.741,2.000,3.300,12.900,0.502,19.000,-0.500,2.900,16.200,6.100,1.000,4.100,16.400,0.063,-3.000,2007,10.900,0.000,,0,0,0.915
Jason Kapono,25,MIA,67,26.400,2.700,1.200,0.600,0.000,10.900,8.400,0.494,3.100,0.514,0.590,0.892,1.000,2.000,13.800,0.613,17.900,0.700,4.200,6.000,7.900,1.100,0.100,10.500,0.114,-0.500,2007,4.500,0.000,,0,0,0.817
Jason Kidd,33,NJN,80,36.700,8.200,9.200,1.600,0.300,13.000,11.400,0.406,4.500,0.343,0.475,0.778,2.700,1.800,19.400,0.516,19.400,4.900,9.300,13.200,41.400,2.300,0.600,17.400,0.152,4.700,2007,19.300,0.000,,0,0,0.976
Andrei Kirilenko,25,UTA,70,29.300,4.700,2.900,1.100,2.100,8.300,6.000,0.471,1.100,0.213,0.490,0.728,1.900,2.500,14.300,0.558,14.400,3.000,4.400,9.800,14.500,1.900,5.800,20.500,0.104,3.800,2007,10.800,0.000,,0,0,0.854
Brevin Knight,31,CHA,45,28.300,2.600,6.600,1.500,0.100,9.100,8.100,0.419,0.400,0.056,0.420,0.805,2.100,2.500,14.300,0.487,18.400,0.300,1.800,5.300,37.500,2.700,0.200,18.500,0.070,-1.000,2007,10.800,0.000,,0,0,0.549
Kyle Korver,25,PHI,74,30.900,3.500,1.400,0.800,0.300,14.400,11.400,0.440,4.100,0.430,0.518,0.914,1.600,2.500,14.200,0.569,21.300,1.100,4.600,6.800,8.000,1.300,0.700,11.100,0.097,-0.100,2007,6.000,0.000,,0,0,0.902
Nenad Krstić,23,NJN,26,32.600,6.800,1.800,0.400,0.900,16.400,12.400,0.526,0.000,0.000,0.526,0.711,2.000,3.400,16.900,0.566,23.500,0.400,1.900,12.200,10.200,0.600,2.200,12.100,0.109,-0.300,2007,9.900,0.000,,0,0,0.317
David Lee,23,NYK,58,29.800,10.400,1.800,0.800,0.400,10.700,6.900,0.600,0.000,,0.600,0.815,1.600,2.700,20.200,0.652,14.900,2.200,6.900,20.700,10.200,1.500,1.100,16.200,0.191,3.000,2007,13.400,0.000,,0,0,0.707
Rashard Lewis,27,SEA,60,39.100,6.600,2.400,1.100,0.700,22.400,16.800,0.461,6.500,0.390,0.536,0.841,2.000,2.400,20.700,0.587,24.400,3.600,7.600,10.100,10.800,1.500,1.300,9.400,0.155,4.100,2007,10.800,0.000,,0,0,0.732
Shaun Livingston,21,LAC,54,29.800,3.400,5.100,1.100,0.500,9.300,8.300,0.463,0.300,0.313,0.469,0.707,2.000,2.500,13.700,0.503,17.400,0.800,2.400,6.800,28.300,1.900,1.400,17.800,0.072,0.000,2007,10.100,0.000,,0,0,0.659
Tyronn Lue,29,ATL,56,26.600,1.900,3.600,0.400,0.000,11.400,9.400,0.416,2.900,0.348,0.469,0.883,1.500,1.800,14.100,0.534,21.000,0.000,2.500,4.200,23.900,0.900,0.000,12.500,0.081,-1.900,2007,5.900,0.000,,0,0,0.683
Corey Maggette,27,LAC,75,30.500,5.900,2.800,0.900,0.200,16.900,10.800,0.454,0.900,0.200,0.462,0.820,2.700,3.300,18.600,0.583,26.000,1.500,7.000,11.500,15.900,1.500,0.500,15.600,0.146,0.500,2007,9.800,0.000,,0,0,0.915
Renaldo Major,24,GSW,1,27.000,2.000,0.000,2.000,0.000,5.000,10.000,0.200,0.000,,0.200,0.500,1.000,4.000,-3.700,0.230,18.700,-0.100,-0.100,4.100,0.000,3.600,0.000,8.400,-0.196,-13.300,2007,4.000,0.000,,0,0,0.012
Stephon Marbury,29,NYK,74,37.100,2.900,5.400,1.000,0.100,16.400,12.900,0.415,4.700,0.357,0.480,0.769,2.400,2.500,15.300,0.539,21.500,1.500,5.900,4.600,25.200,1.400,0.300,13.800,0.103,0.200,2007,9.400,0.000,,0,0,0.902
Shawn Marion,28,PHO,80,37.600,9.800,1.700,2.000,1.500,17.500,13.400,0.524,3.200,0.317,0.561,0.810,1.400,2.700,20.800,0.594,19.300,4.800,12.000,15.200,6.700,2.600,2.800,8.800,0.191,4.400,2007,15.000,0.000,,0,0,0.976
Kenyon Martin,29,DEN,2,31.500,10.000,0.500,0.000,0.000,9.500,8.000,0.500,0.500,0.000,0.500,0.250,2.500,5.000,5.400,0.446,17.900,-0.100,0.000,17.900,2.400,0.000,0.000,19.000,-0.036,-7.300,2007,10.500,0.000,,0,0,0.024
